"Sequence",0,1,2
"76729_Streptomyces_syringium-Streptomycetales",4.2027206,0.76867676,2.311006
"2615112_Streptomyces_luteolifulvus-Streptomycetales",4.80293,0.540926,2.9418733
"2772213_Nocardiopsis_coralli-Streptosporangiales",1.2036141,3.1898649,0.40128684
"1125972_Amycolatopsis_alba-Pseudonocardiales",0.44075328,0.8297873,-0.6241987
"235985_Streptacidiphilus_jiangxiensis-Streptomycetales",3.949891,0.80429494,2.6283906
"2713570_Arthrobacter_wenxiniae-Micrococcales",-0.10274887,3.6064281,2.491018
"67332_Streptomyces_mutabilis-Streptomycetales",4.565753,0.68876004,3.5485153
"2762224_Arthrobacter_pullicola-Micrococcales",-0.34990978,3.147613,3.0241022
"1816684_Corynebacterium_pacaense-Corynebacteriales",0.07607806,-0.43756032,1.2568792
"228596_Nocardia_shimofusensis-Corynebacteriales",-0.57777536,-0.16546714,-0.2047944
"1882340_Nesterenkonia_cremea-Micrococcales",-0.25252104,2.91078,3.1483898
"67297_Streptomyces_flaveolus-Streptomycetales",4.7098913,0.5237977,3.0238698
"409290_Arthrobacter_oryzae-Micrococcales",-0.5478153,3.3432095,3.190654
"472158_Nocardia_altamirensis-Corynebacteriales",-0.6275997,-0.18338275,-0.22660065
"69368_Microbacterium_saperdae-Micrococcales",-1.2284317,4.06396,2.640743
"38310_Rhodococcus_coprophilus-Corynebacteriales",-0.45109677,-1.4690676,0.5930009
"397278_Marmoricola_aequoreus-Propionibacteriales",-0.4199463,1.5664228,4.55795
"272241_Pseudoclavibacter_alba-Micrococcales",-0.9544053,3.2634473,2.878355
"2834432_Bifidobacterium_pongonis-Bifidobacteriales",-1.270555,-0.8333255,6.5112076
"375541_Aeromicrobium_tamlense-Propionibacteriales",-0.29092622,1.9736121,4.2614994
"76728_Streptomyces_vitaminophilus-Streptomycetales",3.013465,1.5958906,1.6307111
"1542737_Marmoricola_solisilvae-Propionibacteriales",-0.081433296,1.5843483,4.599201
"948102_Mycobacteroides_franklinii-Corynebacteriales",-0.46167123,-1.3333123,0.36443448
"2762220_Brevibacterium_gallinarum-Micrococcales",-0.54574215,3.2250464,2.6927216
"346045_Amycolatopsis_benzoatilytica-Pseudonocardiales",0.2433325,0.8317643,-0.54901385
"150832_Nesterenkonia_lacusekhoensis-Micrococcales",-0.3601433,3.422804,2.6164944
"121163_Schaalia_suimastitidis-Actinomycetales",-0.31147766,1.2553034,4.6936955
"574700_Nocardioides_caeni-Propionibacteriales",-0.23344016,1.8133024,4.650378
"641025_Lentzea_jiangxiensis-Pseudonocardiales",0.31324673,0.45013863,-0.0487957
"1258888_Arthrobacter_cheniae-Micrococcales",-0.22799122,3.163847,2.819859
"2732864_Modestobacter_italicus-Geodermatophilales",0.9111291,2.308547,0.8490341
"284452_Streptomyces_glomeratus-Streptomycetales",4.2920785,1.047129,3.231703
"1128675_Pseudonocardia_kujensis-Pseudonocardiales",-0.034892082,0.80930614,-0.4165361
"2819934_Actinomadura_violacea-Streptosporangiales",1.1798173,4.2923393,-0.19384933
"1490222_Actinoallomurus_bryophytorum-Streptosporangiales",1.3760324,3.6011384,-0.25200915
"634462_Nocardioides_daedukensis-Propionibacteriales",-0.67335355,2.453786,4.102869
"946573_Brevibacterium_yomogidense-Micrococcales",-0.1300866,2.2064495,3.2359335
"417292_Streptomyces_indicus-Streptomycetales",4.670677,0.38113576,3.0003285
"1921_Streptomyces_olivaceoviridis-Streptomycetales",4.6257515,0.4902505,2.9911706
"410332_Gordonia_malaquae-Corynebacteriales",-0.64836526,-1.0703311,0.46377063
"1951_Streptomyces_purpureus-Streptomycetales",4.4312153,0.7420232,3.2118332
"1123024_Pseudonocardia_asaccharolytica-Pseudonocardiales",0.09425527,0.9187606,-0.5872803
"1769423_Bifidobacterium_apri-Bifidobacteriales",-1.3811762,-0.952894,6.7401485
"178339_Pauljensenia_hongkongensis-Actinomycetales",-0.44682443,1.5881956,4.4377127
"1223545_Gordonia_soli-Corynebacteriales",-0.6936096,-1.3352506,0.507812
"336628_Amycolatopsis_umgeniensis-Pseudonocardiales",0.46769646,0.95407045,-0.6613488
"570936_Pseudonocardia_parietis-Pseudonocardiales",-0.071873486,0.48504332,-0.20167947
"279574_Agromyces_lapidis-Micrococcales",-1.1331558,4.016366,2.6381772
"1027633_Enteractinococcus_coprophilus-Micrococcales",-0.61225116,3.0484076,2.3256543
"1538144_Aeromicrobium_camelliae-Propionibacteriales",-0.12750256,1.7925339,4.3580694
"2109333_Streptomyces_dioscori-Streptomycetales",4.939185,0.47387815,3.1091928
"2661628_Bifidobacterium_platyrrhinorum-Bifidobacteriales",-1.3055346,-1.185349,6.9094734
"348442_Georgenia_ruanii-Micrococcales",-0.39242244,1.8414454,4.0385804
"200378_Lentzea_fradiae-Pseudonocardiales",0.18175328,0.45111322,-0.14281034
"2016507_Enemella_dayhoffiae-Propionibacteriales",0.8977051,2.5265155,2.341096
"170994_Brevibacterium_paucivorans-Micrococcales",-0.3321668,2.3183131,3.4190984
"2045441_Bifidobacterium_simiarum-Bifidobacteriales",-1.3429539,-0.93743706,6.528161
"169960_Arthrobacter_gandavensis-Micrococcales",-0.43475187,3.1525776,3.021858
"354243_Mycolicibacter_kumamotonensis-Corynebacteriales",-0.6790602,-0.5875442,2.8419495E-4
"103732_Lentzea_flava-Pseudonocardiales",0.05629921,0.35951948,-0.19068623
"2530382_Nonomuraea_mesophila-Streptosporangiales",1.147005,4.7282696,-0.9615874
"1168730_Nocardioides_glacieisoli-Propionibacteriales",-0.290259,1.6383802,4.8107758
"228006_Nocardia_tenerifensis-Corynebacteriales",-0.61670375,-0.22104931,-0.22311234
"2592068_Tsukamurella_conjunctivitidis-Corynebacteriales",-0.44691956,0.085856855,-0.111068964
"36816_Streptomyces_caelestis-Streptomycetales",4.566101,0.7367443,3.3622868
"705336_Actinomadura_darangshiensis-Streptosporangiales",1.2072083,4.3177385,-0.0010056496
"67339_Streptomyces_orinoci-Streptomycetales",4.130137,0.7678064,2.298745
"424795_Agromyces_terreus-Micrococcales",-1.0498326,4.0464935,2.5876617
"2094049_Actinomadura_roseirufa-Streptosporangiales",1.2214575,4.2718925,-0.15237379
"1973217_Sanguibacter_massiliensis-Micrococcales",-0.22126448,1.753202,4.0083117
"229480_Arsenicicoccus_bolidensis-Micrococcales",-0.4545126,1.5044498,4.58457
"78448_Bifidobacterium_pullorum-Bifidobacteriales",-1.4135952,-0.8882483,6.7810936
"212423_Streptomyces_kaniharaensis-Streptomycetales",4.0733404,0.69771105,2.8876286
"1225127_Klenkia_taihuensis-Geodermatophilales",1.0253339,2.1722698,0.8481872
"2174932_Nesterenkonia_natronophila-Micrococcales",-0.6293831,2.8946257,2.898461
"1397368_Pseudonocardia_sediminis-Pseudonocardiales",0.027561367,0.52566195,-0.39811397
"1656892_Nakamurella_aerolata-Nakamurellales",0.57038575,0.37454033,0.77361226
"1798_Mycolicibacillus_trivialis-Corynebacteriales",-0.71961117,-2.405876,0.6648493
"1520580_Streptomyces_pini-Streptomycetales",3.875332,1.3154279,2.8222196
"2699483_Candidatus_Frankia-Frankiales",1.3758572,2.0551593,0.7106111
"531938_Lentzea_atacamensis-Pseudonocardiales",0.13398999,0.5002367,-0.22226739
"1735589_Nocardioides_gilvus-Propionibacteriales",0.032425523,1.556743,4.854365
"2605429_Hoyosella_suaedae-Corynebacteriales",-0.38197756,-1.0481993,0.4364004
"113568_Actinoplanes_lobatus-Micromonosporales",0.39164633,3.710526,-0.24824882
"99117_Microlunatus_capsulatus-Propionibacteriales",0.41199914,3.1333344,1.9766127
"1338436_Sinomonas_humi-Micrococcales",-0.23222733,3.2781475,2.8593616
"1945_Streptomyces_jumonjinensis-Streptomycetales",4.5488796,0.8388832,3.2515504
"1577474_Raineyella_antarctica-Propionibacteriales",0.6361381,2.3691022,2.5258691
"2840470_Phycicoccus_mangrovi-Micrococcales",-0.21483171,1.1909138,4.6882677
"1873719_Streptomyces_hydrogenans-Streptomycetales",4.778937,0.4118942,3.0930002
"67333_Streptomyces_narbonensis-Streptomycetales",4.9023037,0.49388668,3.0457168
"2607660_Nocardioides_humilatus-Propionibacteriales",-0.16196787,1.6633377,4.822559
"406432_Stackebrandtia_albiflava-Glycomycetales",0.33574682,2.6775236,0.25017142
"82346_Ornithinicoccus_hortensis-Micrococcales",0.3921371,2.9152963,2.3346572
"243061_Mycobacterium_sherrisii-Corynebacteriales",-0.8765229,-2.908866,1.0635384
"67275_Streptomyces_aureocirculatus-Streptomycetales",4.538103,0.64208055,3.3156207
"1079994_Leucobacter_chromiiresistens-Micrococcales",-1.2160647,3.620709,2.56989
"335973_Arthrobacter_subterraneus-Micrococcales",-0.22146177,3.1774693,2.9391184
"1255658_Luteococcus_japonicus-Propionibacteriales",-0.5398865,1.1893438,4.72903
"68262_Streptomyces_regalis-Streptomycetales",4.757509,0.55370194,3.0253084
"433330_Propioniciclava_tarda-Propionibacteriales",0.32239068,2.635283,2.325059
"2498849_Labedella_phragmitis-Micrococcales",-1.079131,3.8754618,2.7625203
"146537_Streptomyces_azureus-Streptomycetales",4.8516264,0.49102023,3.0791533
"356829_Bifidobacterium_tsurumiense-Bifidobacteriales",-1.4277008,-0.80915785,6.606785
"1655435_Serinibacter_arcticus-Micrococcales",-0.65490997,2.5574954,3.300487
"1645614_Psychromicrobium_silvestre-Micrococcales",-0.38224554,3.1671898,2.963937
"1289170_Leucobacter_ruminantium-Micrococcales",-0.7492647,3.3271904,2.734848
"2058923_Streptomyces_geranii-Streptomycetales",4.7193785,0.68003666,2.9955826
"424797_Nocardioides_terrigena-Propionibacteriales",-0.19734621,1.4632995,5.0091686
"2268447_Desertihabitans_brevis-Propionibacteriales",0.3714147,2.080569,2.8711777
"68286_Streptomyces_zaomyceticus-Streptomycetales",4.5758696,0.7494414,3.2635667
"2070508_Blastococcus_atacamensis-Geodermatophilales",0.84250945,2.3208416,0.6905682
"380244_Glycomyces_sambucus-Glycomycetales",0.43145677,1.9718843,0.6747296
"2480626_Trebonia_kvetii-Streptosporangiales",1.3351572,2.8099287,0.8352511
"66369_Streptomyces_carpinensis-Streptomycetales",4.309775,0.9038271,3.2583864
"113561_Actinoplanes_deccanensis-Micromonosporales",0.22084904,3.3525167,0.054031372
"112413_Amycolatopsis_rubida-Pseudonocardiales",0.26488626,0.6537128,-0.5453725
"53388_Microlunatus_antarcticus-Propionibacteriales",0.6429058,2.1880977,2.7068136
"1437607_Bifidobacterium_saguini-Bifidobacteriales",-1.4001265,-1.1029481,6.7080784
"1105145_Saccharothrix_ecbatanensis-Pseudonocardiales",0.24169588,0.41801018,-0.14749241
"561180_Bifidobacterium_gallicum-Bifidobacteriales",-1.2273724,-0.69912255,6.316876
"144185_Leifsonia_aquatica-Micrococcales",-1.3780606,4.2540154,2.4780033
"1616125_Streptomyces_camponoticapitis-Streptomycetales",4.371215,0.8452106,3.1558075
"66875_Streptomyces_catenulae-Streptomycetales",4.773942,0.5557256,2.9829228
"53356_Terracoccus_luteus-Micrococcales",-0.332085,1.2759924,4.7816706
"1524084_Jiangella_mangrovi-Jiangellales",0.19901884,2.5918703,2.8762279
"1852380_Corynebacterium_urinipleomorphum-Corynebacteriales",-0.16405237,-0.62244356,1.4736352
"1622177_Georgenia_subflava-Micrococcales",-0.43907487,1.6837918,4.293251
"156892_Boudabousia_marimammalium-Actinomycetales",-0.1461283,1.3480614,4.4660854
"329524_Streptomyces_albidochromogenes-Streptomycetales",4.3150444,0.81625897,3.1353068
"67302_Streptomyces_fumanus-Streptomycetales",4.437745,1.0201044,3.2346387
"397258_Nocardioides_hwasunensis-Propionibacteriales",-0.6602665,1.8442051,4.536543
"1689271_Cellulomonas_timonensis-Micrococcales",-0.19283664,1.9591976,4.0804257
"44752_Rhodococcus_wratislaviensis-Corynebacteriales",-0.42778468,-1.3940413,0.5305319
"68271_Streptomyces_steffisburgensis-Streptomycetales",4.437745,1.0201044,3.2346387
"1522317_Nigerium_massiliense-Propionibacteriales",0.31261402,2.2413197,2.6143422
"47759_Streptomyces_tubercidicus-Streptomycetales",4.21254,1.0586455,2.2515907
"1036020_Nocardioides_soli-Propionibacteriales",-0.23826134,1.5422528,4.9811654
"1348467_Actinotalea_caeni-Micrococcales",-0.3989048,1.9759345,3.8793669
"1857645_Actinomyces_vulturis-Actinomycetales",-0.6556562,1.9004371,4.0779867
"664639_Kocuria_salsicia-Micrococcales",-0.66190565,3.3963575,3.0253832
"1874116_Allobranchiibius_huperziae-Micrococcales",-0.72967124,1.1272837,5.004597
"1812259_Streptomyces_ginkgonis-Streptomycetales",3.658747,1.4201808,2.6980965
"2382165_Nocardia_yunnanensis-Corynebacteriales",-0.4336233,0.20069027,-0.3151896
"67298_Streptomyces_flavidovirens-Streptomycetales",4.329419,0.8429006,3.1320496
"66896_Streptacidiphilus_griseoplanus-Streptomycetales",3.7790685,1.0485938,1.9277849
"365528_Frankia_discariae-Frankiales",1.0295445,2.6969142,0.3267548
"2045438_Bifidobacterium_primatium-Bifidobacteriales",-1.2879953,-0.25452578,6.0586133
"409291_Arthrobacter_humicola-Micrococcales",-0.48040164,3.2736418,3.1036737
"762212_Bifidobacterium_biavatii-Bifidobacteriales",-0.7524456,-0.17695677,5.2481713
"2681555_Fodinicola_acaciae-Corynebacteriales",0.53965527,2.53899,0.5092609
"999931_Barrientosiimonas_humi-Micrococcales",-0.5276141,1.3098084,4.572323
"478780_Cellulomonas_phragmiteti-Micrococcales",-0.47989523,1.7044773,4.285747
"165814_Agromyces_aurantiacus-Micrococcales",-1.2083197,4.266714,2.4551687
"2182385_Brachybacterium_endophyticum-Micrococcales",-0.96961796,1.5407586,4.438907
"1803903_Actinomadura_montaniterrae-Streptosporangiales",1.1767806,4.264036,-0.1554246
"1333651_Bifidobacterium_moukalabense-Bifidobacteriales",-1.2232807,-0.9384943,6.4936686
"358707_Nocardia_harenae-Corynebacteriales",-0.6650392,-1.4309819,0.36163473
"1610489_Corynebacterium_pollutisoli-Corynebacteriales",-0.3728174,-0.7287421,1.5185497
"1223317_Actinoplanes_siamensis-Micromonosporales",0.34248412,3.2960112,-0.116256714
"53428_Nocardia_crassostreae-Corynebacteriales",-0.64281046,0.14907819,-0.24458838
"673954_Arsenicicoccus_piscis-Micrococcales",-0.32304978,1.7434201,4.4471807
"1791_Mycolicibacterium_aurum-Corynebacteriales",-0.78923094,-2.1250722,0.4049995
"381665_Herbiconiux_ginsengi-Micrococcales",-0.793363,4.087657,2.527718
"2802280_Streptomyces_musisoli-Streptomycetales",4.3647585,0.89884615,3.250218
"135946_Actinoplanes_awajinensis-Micromonosporales",0.35914654,3.2818272,-0.01897788
"374513_Nocardioides_salarius-Propionibacteriales",-0.5233978,2.1261213,4.363729
"2201891_Nocardioides_silvaticus-Propionibacteriales",-0.29147887,1.7784573,4.7716455
"66867_Streptomyces_albovinaceus-Streptomycetales",4.8493404,0.62826586,2.9533236
"52768_Schaalia_georgiae-Actinomycetales",-0.41337037,1.5969303,4.501064
"2935737_Arthrobacter_terrae-Micrococcales",-0.2623844,3.1400843,2.9861152
"494023_Paeniglutamicibacter_antarcticus-Micrococcales",-0.34228647,3.4600928,2.6296568
"110936_Rathayibacter_caricis-Micrococcales",-0.7783569,4.061064,2.7956426
"1798158_Bifidobacterium_ramosum-Bifidobacteriales",-1.3976777,-1.0502555,6.8131113
"1076126_Phytohabitans_houttuyneae-Micromonosporales",0.4935103,3.2907665,-0.2029252
"58116_Glycomyces_tenuis-Glycomycetales",0.53314877,2.0514562,0.5532944
"2714351_Lentzea_alba-Pseudonocardiales",0.1728341,0.3005194,-4.9090385E-4
"189540_Nocardia_pseudovaccinii-Corynebacteriales",-0.69394684,-0.083530664,-0.33743668
"1775911_Corynebacterium_uropygiale-Corynebacteriales",-0.46118605,-0.55540335,1.3388684
"1229516_Mycobacterium_marinum-Corynebacteriales",-0.8377491,-3.1460962,1.1741817
"1892865_Allostreptomyces_psammosilenae-Streptomycetales",3.7508407,1.0167068,2.3305795
"2820085_Streptomyces_himalayensis-Streptomycetales",4.7770715,0.557081,3.061807
"2486417_Streptomyces_botrytidirepellens-Streptomycetales",4.1109285,0.7982923,2.3172216
"66429_Streptomyces_roseoverticillatus-Streptomycetales",4.1604605,0.77875614,2.251137
"302044_Nesterenkonia_halophila-Micrococcales",-0.3456565,2.8650389,3.0394216
"225762_Nocardiopsis_alkaliphila-Streptosporangiales",1.0598136,3.247586,0.1290636
"67301_Streptomyces_fragilis-Streptomycetales",4.495614,0.5135081,3.02349
"701043_Mycobacterium_timonense-Corynebacteriales",-0.8175074,-3.108526,1.223774
"2741497_Peptidiphaga_gingivicola-Actinomycetales",-0.53372014,1.3610973,4.159366
"363630_Nakamurella_flavida-Nakamurellales",0.776658,0.29372966,0.71923304
"2904603_Ornithinimicrobium_sediminis-Micrococcales",0.19212222,2.9227898,2.3905077
"987066_Pseudoscardovia_radai-Bifidobacteriales",-1.2736113,-0.13139814,5.9129276
"670079_Paeniglutamicibacter_cryotolerans-Micrococcales",-0.48711097,3.6607077,2.2644331
"525368_Mycobacterium_parascrofulaceum-Corynebacteriales",-0.7743962,-3.333766,1.2914871
"67255_Streptomyces_achromogenes-Streptomycetales",4.342116,0.83928055,3.409536
"2738988_Aeromicrobium_stalagmiti-Propionibacteriales",-0.14663208,1.3910583,4.9604406
"1638987_Demequina_soli-Micrococcales",-0.6346015,1.6224372,3.8755763
"67368_Streptomyces_termitum-Streptomycetales",4.4295397,0.8022221,3.1337535
"882446_Nocardia_goodfellowii-Corynebacteriales",-0.6541765,-0.07017928,-0.33453417
"103837_Nonomuraea_roseoviolacea-Streptosporangiales",1.1561408,4.7286005,-0.8828244
"1005945_Nocardioides_psychrotolerans-Propionibacteriales",-0.218485,1.7488434,4.7631445
"2171622_Blastococcus_litoris-Geodermatophilales",1.1373864,2.073123,0.932533
"131109_Actinomyces_bowdenii-Actinomycetales",-0.50182045,1.7295917,4.2430577
"252230_Nocardioides_ganghwensis-Propionibacteriales",-0.28013265,1.610522,4.8897095
"125288_Ornithinimicrobium_humiphilum-Micrococcales",-0.57437766,1.2500056,4.342868
"145285_Nocardia_ignorata-Corynebacteriales",-0.6091105,-0.07886064,-0.2391324
"1542435_Nocardioides_solisilvae-Propionibacteriales",-0.2877549,1.5305841,4.8021803
"85688_Nocardia_cerradoensis-Corynebacteriales",-0.7372881,-1.6103663,0.4541943
"37633_Kineococcus_aurantiacus-Kineosporiales",0.4892335,3.2795353,1.134226
"60450_Kribbella_sandramycini-Propionibacteriales",1.1181848,2.223225,2.5340083
"2697569_Pseudarthrobacter_psychrotolerans-Micrococcales",-0.445418,3.3203642,3.1785672
"37921_Arthrobacter_agilis-Micrococcales",-0.24192882,3.2145295,2.883207
"1335420_Mycobacterium_avium-Corynebacteriales",-0.82940125,-3.1042926,1.2142322
"1849103_Flexivirga_endophytica-Micrococcales",-0.29157317,1.1912259,4.8356943
"35757_Corynebacterium_cystitidis-Corynebacteriales",-0.4062698,-0.58239555,1.5763412
"2711233_Marisediminicola_senii-Micrococcales",-1.0467745,3.940381,2.6879046
"1921578_Pseudonocardia_nigra-Pseudonocardiales",0.17424607,0.51078874,-0.4079821
"2898659_Agromyces_cavernae-Micrococcales",-1.0687791,3.9777238,2.6474104
"2478913_Marmoricola_mangrovicus-Propionibacteriales",-0.25421035,1.5950223,4.5343447
"679663_Corynebacterium_canis-Corynebacteriales",0.04453963,-0.72096026,1.3502638
"1259197_Cryobacterium_ruanii-Micrococcales",-0.9017569,3.7445416,2.7614045
"43667_Glutamicibacter_uratoxydans-Micrococcales",-0.6364602,3.1448514,2.6457183
"2820290_Actinoplanes_flavus-Micromonosporales",0.43657,3.6924422,-0.23022842
"993416_Micrococcus_cohnii-Micrococcales",-0.30520475,2.3881888,3.1751108
"1329411_Bifidobacterium_aesculapii-Bifidobacteriales",-1.3331077,-1.045257,6.863977
"120298_Subtercola_frigoramans-Micrococcales",-0.99731123,4.0475507,2.4710062
"504800_Geodermatophilus_ruber-Geodermatophilales",1.3321089,2.2296073,0.8325546
"427754_Humibacter_albus-Micrococcales",-1.2471023,4.0474916,2.459118
"1867410_Microbacterium_sorbitolivorans-Micrococcales",-0.7093929,3.321507,2.808128
"1688_Bifidobacterium_cuniculi-Bifidobacteriales",-1.2280047,-0.92026687,6.4638004
"386302_Salinibacterium_xinjiangense-Micrococcales",-1.1812084,3.741691,2.5210552
"269421_Agromyces_salentinus-Micrococcales",-0.9912834,3.930579,2.610931
"1924_Streptomyces_purpurascens-Streptomycetales",4.5032034,0.8105476,3.4122083
"375542_Nocardioides_furvisabuli-Propionibacteriales",-0.20244765,1.638158,4.904216
"1640652_Lysinibacter_cavernae-Micrococcales",-0.89915884,3.8100557,2.6656148
"1472640_Streptomyces_daqingensis-Streptomycetales",3.7208138,1.3968084,2.829283
"1437609_Bifidobacterium_callitrichos-Bifidobacteriales",-1.3196023,-1.1996706,6.903322
"163361_Streptomyces_beijiangensis-Streptomycetales",4.538604,0.60417545,2.9191437
"68233_Streptomyces_luteogriseus-Streptomycetales",4.857973,0.528262,3.1116111
"68183_Streptomyces_capoamus-Streptomycetales",3.404238,1.9128615,2.4351041
"1285192_Janibacter_cremeus-Micrococcales",-0.33960176,1.765506,4.385979
"360086_Lentzea_kentuckyensis-Pseudonocardiales",0.23009074,0.44830722,-0.10319233
"1530195_Pseudoclavibacter_terrae-Micrococcales",-0.9750205,3.4599168,2.9783533
"168276_Rhodococcus_tukisamuensis-Corynebacteriales",-0.57417285,-1.4205334,0.34882736
"2306636_Cellulomonas_telluris-Micrococcales",-0.5709735,1.9612415,4.0665627
"76020_Amycolatopsis_alba-Pseudonocardiales",0.44075328,0.8297873,-0.6241987
"1748220_Ornithinicoccus_halotolerans-Micrococcales",0.33753425,2.3389874,2.5276308
"75289_Pseudonocardia_xinjiangensis-Pseudonocardiales",0.17423451,0.5424526,-0.40735984
"136274_Arthrobacter_roseus-Micrococcales",-0.15784371,3.648649,2.2546287
"1430326_Mycobacterium_decipiens-Corynebacteriales",-0.8650626,-3.064712,1.1175308
"2161818_Acidipropionibacterium_timonense-Propionibacteriales",0.58264756,2.7048268,1.9693112
"1437453_Streptomyces_leeuwenhoekii-Streptomycetales",4.4475293,0.96691364,3.2543173
"2675453_Cellulomonas_aurantiaca-Micrococcales",-0.21460867,1.9331034,4.0895514
"589385_Amycolatopsis_xylanica-Pseudonocardiales",0.29254276,0.8285897,-0.70968604
"2652290_Scrofimicrobium_canadense-Actinomycetales",-0.6145115,1.7140619,4.0563765
"343512_Agrococcus_casei-Micrococcales",-0.8071455,2.9158463,2.5967486
"1324766_Rothia_endophytica-Micrococcales",-0.7933531,2.8539612,2.8874528
"1291556_Nonomuraea_fuscirosea-Streptosporangiales",1.1649978,4.8157525,-1.0055137
"38502_Blastococcus_aggregatus-Geodermatophilales",0.94302833,2.3095174,0.75082564
"2656774_Glycomyces_albidus-Glycomycetales",0.41563693,1.9390367,0.72106767
"2020963_Bifidobacterium_anseris-Bifidobacteriales",-1.1825902,-0.86660147,6.6424723
"1160091_Alloscardovia_macacae-Bifidobacteriales",-1.328834,0.32060242,5.696951
"2750967_Bifidobacterium_polysaccharolyticum-Bifidobacteriales",-1.2599912,0.022197008,5.657626
"1695166_Streptomyces_actinomycinicus-Streptomycetales",4.7931848,0.54409564,3.024634
"1144547_Actinoplanes_hulinensis-Micromonosporales",0.41948694,3.7029822,-0.24801183
"1642303_Nonomuraea_zeae-Streptosporangiales",1.0744758,4.882291,-0.9549811
"1538463_Nocardia_donostiensis-Corynebacteriales",-0.5656071,-0.07410091,-0.21263933
"478010_Microterricola_pindariensis-Micrococcales",-1.0305736,3.9773135,2.7219257
"218823_Amycolatopsis_kentuckyensis-Pseudonocardiales",0.23700982,0.8608334,-0.60506606
"661398_Microbacterium_radiodurans-Micrococcales",-1.1078298,4.0310254,2.8494098
"271432_Arthrobacter_pigmenti-Micrococcales",-0.248963,3.4152286,2.6217098
"161890_Corynebacterium_mastitidis-Corynebacteriales",-0.24960852,-0.5684874,1.196228
"1612435_Streptomyces_kronopolitis-Streptomycetales",4.198888,1.0546802,2.238458
"135948_Actinoplanes_octamycinicus-Micromonosporales",0.4592058,3.6483586,-0.22321391
"150121_Agreia_pratensis-Micrococcales",-0.917652,3.6604888,2.7224479
"33885_Microbacterium_lacticum-Micrococcales",-1.0891544,3.947283,2.722269
"537210_Mycobacterium_tuberculosis-Corynebacteriales",-0.82253766,-3.1319437,1.1836101
"349934_Brooklawnia_cerclae-Propionibacteriales",0.8804409,2.2504935,2.677001
"136100_Knoellia_sinensis-Micrococcales",-0.39259052,1.2524675,4.794908
"2056433_Subtercola_vilae-Micrococcales",-0.92607987,3.7111893,2.717319
"396014_Brachybacterium_phenoliresistens-Micrococcales",-0.8261659,1.6485125,4.052457
"2873249_Streptomyces_parmotrematis-Streptomycetales",3.8064272,1.1269886,2.0477095
"2724939_Pseudonocardia_acidicola-Pseudonocardiales",0.041766822,0.8193139,-0.3932371
"130796_Crossiella_equi-Pseudonocardiales",0.22213882,0.41216156,-0.24635696
"98672_Arthrobacter_luteolus-Micrococcales",-0.3840716,3.1649058,3.0275016
"2692623_Puerhibacterium_puerhi-Micrococcales",-0.69154334,1.3923625,4.854597
"2002838_Actinomyces_minihominis-Actinomycetales",-0.19649744,1.3712583,4.1980047
"2780140_Streptomyces_justiciae-Streptomycetales",4.5358467,0.85442454,3.3681831
"136273_Kocuria_polaris-Micrococcales",-0.23536325,3.090341,3.1661708
"1128665_Lentzea_nigeriaca-Pseudonocardiales",0.08386785,0.44370455,-0.22818756
"72806_Williamsia_maris-Corynebacteriales",-0.39389682,-0.6906302,0.41229153
"589403_Gordonia_hankookensis-Corynebacteriales",-0.6828532,-1.3298154,0.36116505
"202789_Actinobaculum_massiliense-Actinomycetales",-0.58152676,1.3566629,3.952389
"460086_Kribbella_catacumbae-Propionibacteriales",0.9821095,2.3571937,2.407133
"176898_Prauserella_alba-Pseudonocardiales",0.37071198,1.3426622,-0.58034515
"1386082_Cellulomonas_bogoriensis-Micrococcales",-0.41738153,2.274249,3.603731
"273676_Nocardioides_oleivorans-Propionibacteriales",-0.2616595,1.4731698,4.9939084
"1470261_Streptomyces_panaciradicis-Streptomycetales",4.874322,0.4317763,3.0407422
"471511_Bifidobacterium_bombi-Bifidobacteriales",-1.5299027,-0.7050359,6.364094
"574651_Nocardioides_terrae-Propionibacteriales",-0.44782555,1.5061532,4.7080774
"887465_Streptomyces_cocklensis-Streptomycetales",4.0952845,0.8052415,2.66872
"1946_Streptomyces_kasugaensis-Streptomycetales",4.200095,1.0059553,2.1933799
"933944_Streptomyces_abyssalis-Streptomycetales",3.6637714,1.4927089,2.6592586
"381445_Amycolatopsis_nigrescens-Pseudonocardiales",0.11764151,0.6844142,-0.50906634
"1748367_Nakamurella_endophytica-Nakamurellales",0.5162025,0.65429014,0.42074203
"1457234_Nocardioides_zeae-Propionibacteriales",-0.13717473,1.3599858,4.980394
"1837282_Enteractinococcus_helveticum-Micrococcales",-0.6146083,3.046885,2.3258252
"2823109_Streptomyces_liliiviolaceus-Streptomycetales",4.9071503,0.42760843,3.1551394
"370764_Microbacterium_pygmaeum-Micrococcales",-1.1691697,4.15588,2.7693381
"1108812_Mycolicibacter_longobardus-Corynebacteriales",-0.6392478,-0.25964272,-0.30791473
"1712872_Nonomuraea_rhodomycinica-Streptosporangiales",1.2268906,4.730992,-0.9033866
"1324851_Sinomonas_susongensis-Micrococcales",-0.26305556,3.2705173,2.852819
"2815722_Nocardia_noduli-Corynebacteriales",-0.7084267,-0.030473411,-0.3294146
"358100_Microbacterium_indicum-Micrococcales",-0.7596817,3.1254272,3.0317793
"1120940_Actinomadura_pelletieri-Streptosporangiales",1.2323912,4.437113,-0.28610826
